Source Directory,Category,Image File,True Class,Predicted Class,Confidence (%),Result
Test Leaves - Zoey/,Rasberry - Healthy,Rasberry Healthy 2.webp,Raspberry___healthy,Apple___healthy,45.92,INCORRECT
Test Leaves - Zoey/,Rasberry - Healthy,Rasberry Healthy 3.jpg,Raspberry___healthy,Raspberry___healthy,73.89,CORRECT
Test Leaves - Zoey/,Rasberry - Healthy,Rasberry Healthy 1.jpg,Raspberry___healthy,Apple___healthy,20.76,INCORRECT
Test Leaves - Zoey/,Soybean - Healthy,Soybean Healthy 3.jpg,Soybean___healthy,Blueberry___healthy,48.48,INCORRECT
Test Leaves - Zoey/,Soybean - Healthy,Soybean Healthy 2.jpg,Soybean___healthy,Blueberry___healthy,71.85,INCORRECT
Test Leaves - Zoey/,Soybean - Healthy,Soybean Healthy 1.jpg,Soybean___healthy,Blueberry___healthy,99.52,INCORRECT
Test Leaves - Zoey/,Squash - Powdery,Squash Powdery 3.jpg,Squash___Powdery_mildew,Squash___Powdery_mildew,69.59,CORRECT
Test Leaves - Zoey/,Squash - Powdery,Squash Powdery 1.jpg,Squash___Powdery_mildew,Apple___healthy,39.93,INCORRECT
Test Leaves - Zoey/,Squash - Powdery,Squash Powdery 2.webp,Squash___Powdery_mildew,Cherry_(including_sour)___Powdery_mildew,96.42,INCORRECT
Test Leaves - Zoey/,Strawberry - Healthy,Strawberry Healthy 2.jpg,Strawberry___healthy,Strawberry___healthy,99.74,CORRECT
Test Leaves - Zoey/,Strawberry - Healthy,Strawberry Healthy 3.jpg,Strawberry___healthy,Strawberry___healthy,99.62,CORRECT
Test Leaves - Zoey/,Strawberry - Healthy,Strawberry Healthy 1.jpg,Strawberry___healthy,Tomato___Late_blight,26.45,INCORRECT
Test Leaves - Zoey/,Strawberry - Leaf Scorch,Strawberry Leaf Scorch 3.jpg,Strawberry___Leaf_scorch,Tomato___Septoria_leaf_spot,75.18,INCORRECT
Test Leaves - Zoey/,Strawberry - Leaf Scorch,Strawberry Leaf Scorch 2.jpg,Strawberry___Leaf_scorch,Strawberry___Leaf_scorch,100.00,CORRECT
Test Leaves - Zoey/,Strawberry - Leaf Scorch,Strawberry Leaf Scorch 1.jpg,Strawberry___Leaf_scorch,Strawberry___Leaf_scorch,99.74,CORRECT
Test Leaves - Zoey/,Tomato - Bacterial Spot,Tomato Bacterial Spot 2.jpg,Tomato___Bacterial_spot,"Pepper,_bell___Bacterial_spot",75.14,INCORRECT
Test Leaves - Zoey/,Tomato - Bacterial Spot,Tomato Bacterial Spot 3.jpg,Tomato___Bacterial_spot,Tomato___Early_blight,76.78,INCORRECT
Test Leaves - Zoey/,Tomato - Bacterial Spot,Tomato Bacterial Spot 1.jpg,Tomato___Bacterial_spot,Strawberry___Leaf_scorch,94.47,INCORRECT
Test Leaves - Zoey/,Tomato - Early Blight,Tomato Early Blight 1.jpg,Tomato___Early_blight,Tomato___Septoria_leaf_spot,25.48,INCORRECT
Test Leaves - Zoey/,Tomato - Early Blight,Tomato Early Blight 3.jpg,Tomato___Early_blight,Tomato___Early_blight,70.43,CORRECT
Test Leaves - Zoey/,Tomato - Early Blight,Tomato Early Blight 2.jpg,Tomato___Early_blight,Strawberry___Leaf_scorch,86.90,INCORRECT
Test Leaves - Zoey/,Tomato - Healthy,Tomato Healthy 2.jpg,Tomato___healthy,Tomato___Tomato_Yellow_Leaf_Curl_Virus,31.57,INCORRECT
Test Leaves - Zoey/,Tomato - Healthy,Tomato Healthy 3.jpg,Tomato___healthy,Tomato___Septoria_leaf_spot,43.22,INCORRECT
Test Leaves - Zoey/,Tomato - Healthy,Tomato Healthy 1.jpg,Tomato___healthy,Tomato___Late_blight,26.87,INCORRECT
Test Leaves - Zoey/,Tomato - Late Blight,Tomato Late Blight 3.jpg,Tomato___Late_blight,Potato___Late_blight,57.27,INCORRECT
Test Leaves - Zoey/,Tomato - Late Blight,Tomato Late Blight 2.jpg,Tomato___Late_blight,Tomato___Late_blight,82.59,CORRECT
Test Leaves - Zoey/,Tomato - Late Blight,Tomato Late Blight 1.jpg,Tomato___Late_blight,Tomato___Late_blight,73.84,CORRECT
Test Leaves - Zoey/,Tomato - Leaf Mold,Tomato Leaf Mold 1.jpg,Tomato___Leaf_Mold,Tomato___Early_blight,59.07,INCORRECT
Test Leaves - Zoey/,Tomato - Leaf Mold,Tomato Leaf Mold 3.jpg,Tomato___Leaf_Mold,Tomato___Late_blight,25.93,INCORRECT
Test Leaves - Zoey/,Tomato - Leaf Mold,Tomato Leaf Mold 2.jpg,Tomato___Leaf_Mold,"Pepper,_bell___healthy",75.33,INCORRECT
Test Leaves - Zoey/,Tomato - Mosaic Virus,Tomato Mosaic Virus 2.jpg,Tomato___Tomato_mosaic_virus,Tomato___Tomato_Yellow_Leaf_Curl_Virus,95.95,INCORRECT
Test Leaves - Zoey/,Tomato - Mosaic Virus,Tomato Mosaic Virus 3.jpg,Tomato___Tomato_mosaic_virus,Tomato___Septoria_leaf_spot,14.54,INCORRECT
Test Leaves - Zoey/,Tomato - Mosaic Virus,Tomato Mosaic Virus 1.jpg,Tomato___Tomato_mosaic_virus,Tomato___Tomato_Yellow_Leaf_Curl_Virus,88.04,INCORRECT
Test Leaves - Zoey/,Tomato - Septoria Leaf Spot,Tomato Septoria Leaf Spot 3.jpg,Tomato___Septoria_leaf_spot,Tomato___Early_blight,34.19,INCORRECT
Test Leaves - Zoey/,Tomato - Septoria Leaf Spot,Tomato Septoria Leaf Spot 2.jpg,Tomato___Septoria_leaf_spot,Tomato___Bacterial_spot,60.86,INCORRECT
Test Leaves - Zoey/,Tomato - Septoria Leaf Spot,Tomato Septoria Leaf Spot 1.jpg,Tomato___Septoria_leaf_spot,Tomato___Septoria_leaf_spot,99.93,CORRECT
Test Leaves - Zoey/,Tomato - Spider Mite,Tomato Spider Mite 1.jpg,Tomato___Spider_mites Two-spotted_spider_mite,Apple___Apple_scab,17.01,INCORRECT
Test Leaves - Zoey/,Tomato - Spider Mite,Tomato Spider Mite 3.jpg,Tomato___Spider_mites Two-spotted_spider_mite,Strawberry___Leaf_scorch,33.50,INCORRECT
Test Leaves - Zoey/,Tomato - Spider Mite,Tomato Spider Mite 2.jpg,Tomato___Spider_mites Two-spotted_spider_mite,Tomato___healthy,43.50,INCORRECT
Test Leaves - Zoey/,Tomato - Target Spot,Tomato Target Spot 2.jpg,Tomato___Target_Spot,Tomato___Septoria_leaf_spot,37.29,INCORRECT
Test Leaves - Zoey/,Tomato - Target Spot,Tomato Target Spot 3.jpg,Tomato___Target_Spot,Tomato___Early_blight,92.24,INCORRECT
Test Leaves - Zoey/,Tomato - Target Spot,Tomato Target Spot 1.jpg,Tomato___Target_Spot,Tomato___Late_blight,61.09,INCORRECT
Test Leaves - Zoey/,Tomato - Yellow Leaf Curl Virus,Tomato Yellow Leaf Curl Virus 1.jpg,Tomato___Tomato_Yellow_Leaf_Curl_Virus,Tomato___Tomato_Yellow_Leaf_Curl_Virus,60.64,CORRECT
Test Leaves - Zoey/,Tomato - Yellow Leaf Curl Virus,Tomato Yellow Leaf Curl Virus 2.jpg,Tomato___Tomato_Yellow_Leaf_Curl_Virus,Tomato___Tomato_Yellow_Leaf_Curl_Virus,97.29,CORRECT
Test Leaves - Zoey/,Tomato - Yellow Leaf Curl Virus,Tomato Yellow Leaf Curl Virus 3.jpg,Tomato___Tomato_Yellow_Leaf_Curl_Virus,Cherry_(including_sour)___Powdery_mildew,36.13,INCORRECT
Test Leaves - Yihan/Test/,Apple - Black Rot,Apple___Black_rot 2.jpg,Apple___Black_rot,"Pepper,_bell___Bacterial_spot",28.84,INCORRECT
Test Leaves - Yihan/Test/,Apple - Black Rot,Apple___Black_rot 3.jpg,Apple___Black_rot,Tomato___Septoria_leaf_spot,20.09,INCORRECT
Test Leaves - Yihan/Test/,Apple - Black Rot,Apple___Black_rot 1.jpg,Apple___Black_rot,Apple___Cedar_apple_rust,62.33,INCORRECT
Test Leaves - Yihan/Test/,Apple - Ceder Rust Leaf,Apple___Cedar_apple_rust 2.jpg,Apple___Cedar_apple_rust,"Pepper,_bell___Bacterial_spot",73.52,INCORRECT
Test Leaves - Yihan/Test/,Apple - Ceder Rust Leaf,Apple___Cedar_apple_rust 3.jpg,Apple___Cedar_apple_rust,Strawberry___Leaf_scorch,100.00,INCORRECT
Test Leaves - Yihan/Test/,Apple - Ceder Rust Leaf,Apple___Cedar_apple_rust 1.jpg,Apple___Cedar_apple_rust,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),89.72,INCORRECT
Test Leaves - Yihan/Test/,Apple - Healthy,Apple___healthy 1.jpg,Apple___healthy,Apple___healthy,99.85,CORRECT
Test Leaves - Yihan/Test/,Apple - Healthy,Apple___healthy 3.jpg,Apple___healthy,Grape___healthy,63.26,INCORRECT
Test Leaves - Yihan/Test/,Apple - Healthy,Apple___healthy 2.jpg,Apple___healthy,Corn_(maize)___healthy,22.18,INCORRECT
Test Leaves - Yihan/Test/,Apple - Scab,Apple___Apple_scab 3.jpg,Apple___Apple_scab,Peach___Bacterial_spot,98.43,INCORRECT
Test Leaves - Yihan/Test/,Apple - Scab,Apple_scab 1.jpg,Apple___Apple_scab,Apple___Apple_scab,86.19,CORRECT
Test Leaves - Yihan/Test/,Apple - Scab,Apple_scab 2.jpg,Apple___Apple_scab,Apple___Black_rot,38.78,INCORRECT
Test Leaves - Yihan/Test/,Blueberry - Healthy,Blueberry___healthy 2.jpg,Blueberry___healthy,Blueberry___healthy,100.00,CORRECT
Test Leaves - Yihan/Test/,Blueberry - Healthy,Blueberry___healthy 3.jpg,Blueberry___healthy,Blueberry___healthy,100.00,CORRECT
Test Leaves - Yihan/Test/,Blueberry - Healthy,Blueberry___healthy 1.jpg,Blueberry___healthy,Blueberry___healthy,100.00,CORRECT
Test Leaves - Yihan/Test/,Cherry - Healthy,Cherry_(including_sour)___healthy 3.jpg,Cherry_(including_sour)___healthy,Blueberry___healthy,100.00,INCORRECT
Test Leaves - Yihan/Test/,Cherry - Healthy,Cherry_(including_sour)___healthy 2.jpg,Cherry_(including_sour)___healthy,Blueberry___healthy,58.94,INCORRECT
Test Leaves - Yihan/Test/,Cherry - Healthy,Cherry_(including_sour)___healthy 1.jpg,Cherry_(including_sour)___healthy,Cherry_(including_sour)___healthy,47.92,CORRECT
Test Leaves - Yihan/Test/,Cherry - Powdery,Cherry_(including_sour)___Powdery_mildew 1.jpg,Cherry_(including_sour)___Powdery_mildew,Cherry_(including_sour)___Powdery_mildew,73.94,CORRECT
Test Leaves - Yihan/Test/,Cherry - Powdery,Cherry_(including_sour)___Powdery_mildew 2.jpg,Cherry_(including_sour)___Powdery_mildew,Strawberry___Leaf_scorch,97.59,INCORRECT
Test Leaves - Yihan/Test/,Cherry - Powdery,Cherry_(including_sour)___Powdery_mildew 3.jpg,Cherry_(including_sour)___Powdery_mildew,Peach___Bacterial_spot,75.21,INCORRECT
Test Leaves - Yihan/Test/,Corn - Common Rust,Corn_(maize)___Common_rust 2.jpg,Corn_(maize)___Common_rust_,Corn_(maize)___Northern_Leaf_Blight,34.05,INCORRECT
Test Leaves - Yihan/Test/,Corn - Common Rust,Corn_(maize)___Common_rust 3.jpg,Corn_(maize)___Common_rust_,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,71.08,INCORRECT
Test Leaves - Yihan/Test/,Corn - Common Rust,Corn_(maize)___Common_rust 1.jpg,Corn_(maize)___Common_rust_,Corn_(maize)___Common_rust_,78.59,CORRECT
Test Leaves - Yihan/Test/,Corn - Gray Leaf Spot,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot 2.jpg,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,21.41,CORRECT
Test Leaves - Yihan/Test/,Corn - Gray Leaf Spot,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot 3.jpg,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,93.57,CORRECT
Test Leaves - Yihan/Test/,Corn - Gray Leaf Spot,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot 1.jpg,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Corn_(maize)___Northern_Leaf_Blight,42.72,INCORRECT
Test Leaves - Yihan/Test/,Corn - Healthy,Corn_(maize)___healthy 1.jpg,Corn_(maize)___healthy,Soybean___healthy,15.39,INCORRECT
Test Leaves - Yihan/Test/,Corn - Healthy,Corn_(maize)___healthy 2.jpg,Corn_(maize)___healthy,Tomato___Tomato_Yellow_Leaf_Curl_Virus,16.64,INCORRECT
Test Leaves - Yihan/Test/,Corn - Healthy,Corn_(maize)___healthy 3.jpg,Corn_(maize)___healthy,Tomato___Tomato_Yellow_Leaf_Curl_Virus,31.84,INCORRECT
Test Leaves - Yihan/Test/,Corn - Leaf Blight,Corn_(maize)___Northern_Leaf_Blight 2.jpg,Corn_(maize)___Northern_Leaf_Blight,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,9.18,INCORRECT
Test Leaves - Yihan/Test/,Corn - Leaf Blight,Corn_(maize)___Northern_Leaf_Blight 3.jpg,Corn_(maize)___Northern_Leaf_Blight,Corn_(maize)___healthy,93.88,INCORRECT
Test Leaves - Yihan/Test/,Corn - Leaf Blight,Corn_(maize)___Northern_Leaf_Blight 1.jpg,Corn_(maize)___Northern_Leaf_Blight,Peach___Bacterial_spot,38.24,INCORRECT
Test Leaves - Yihan/Test/,Grape - Black Measles,Grape___Esca_(Black_Measles) 1.jpg,Grape___Esca_(Black_Measles),Grape___Esca_(Black_Measles),100.00,CORRECT
Test Leaves - Yihan/Test/,Grape - Black Measles,Grape___Esca_(Black_Measles) 2.jpg,Grape___Esca_(Black_Measles),Grape___Esca_(Black_Measles),58.08,CORRECT
Test Leaves - Yihan/Test/,Grape - Black Measles,Grape___Esca_(Black_Measles) 3.jpg,Grape___Esca_(Black_Measles),Strawberry___Leaf_scorch,97.42,INCORRECT
Test Leaves - Yihan/Test/,Grape - Black Rot,Grape___Black_rot 3.jpg,Grape___Black_rot,Tomato___Late_blight,80.39,INCORRECT
Test Leaves - Yihan/Test/,Grape - Black Rot,Grape___Black_rot 2.jpg,Grape___Black_rot,Grape___Black_rot,20.75,CORRECT
Test Leaves - Yihan/Test/,Grape - Black Rot,Grape___Black_rot 1.jpg,Grape___Black_rot,Grape___Black_rot,99.94,CORRECT
Test Leaves - Yihan/Test/,Grape - Healthy,Grape___healthy 1.jpg,Grape___healthy,Tomato___Early_blight,20.18,INCORRECT
Test Leaves - Yihan/Test/,Grape - Healthy,Grape___healthy 3.jpg,Grape___healthy,Squash___Powdery_mildew,85.77,INCORRECT
Test Leaves - Yihan/Test/,Grape - Healthy,Grape___healthy 2.jpg,Grape___healthy,Grape___healthy,99.53,CORRECT
Test Leaves - Yihan/Test/,Grape - Isariopsis Leaf Spot,Grape___Leaf_blight_(Isariopsis_Leaf_Spot) 2.jpg,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),Grape___Leaf_blight_(Isariopsis_Leaf_Spot),100.00,CORRECT
Test Leaves - Yihan/Test/,Grape - Isariopsis Leaf Spot,Grape___Leaf_blight_(Isariopsis_Leaf_Spot) 3.jpg,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),Grape___Black_rot,100.00,INCORRECT
Test Leaves - Yihan/Test/,Grape - Isariopsis Leaf Spot,Grape___Leaf_blight_(Isariopsis_Leaf_Spot) 1.jpg,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),Grape___Black_rot,98.82,INCORRECT
Test Leaves - Yihan/Test/,Orange - Citrus Greening,Orange___Haunglongbing_(Citrus_greening) 1.jpg,Orange___Haunglongbing_(Citrus_greening),Orange___Haunglongbing_(Citrus_greening),39.07,CORRECT
Test Leaves - Yihan/Test/,Orange - Citrus Greening,Orange___Haunglongbing_(Citrus_greening) 2.jpg,Orange___Haunglongbing_(Citrus_greening),Orange___Haunglongbing_(Citrus_greening),30.11,CORRECT
Test Leaves - Yihan/Test/,Orange - Citrus Greening,Orange___Haunglongbing_(Citrus_greening) 3.jpg,Orange___Haunglongbing_(Citrus_greening),Orange___Haunglongbing_(Citrus_greening),50.33,CORRECT
Test Leaves - Yihan/Test/,Peach - Bacterial Spot,Peach___Bacterial_spot 3.jpg,Peach___Bacterial_spot,Peach___Bacterial_spot,46.57,CORRECT
Test Leaves - Yihan/Test/,Peach - Bacterial Spot,Peach___Bacterial_spot 2.jpg,Peach___Bacterial_spot,Peach___Bacterial_spot,99.76,CORRECT
Test Leaves - Yihan/Test/,Peach - Bacterial Spot,Peach___Bacterial_spot 1.jpg,Peach___Bacterial_spot,Peach___Bacterial_spot,95.10,CORRECT
Test Leaves - Yihan/Test/,Peach - Healthy,Peach___healthy 1.jpg,Peach___healthy,Apple___healthy,41.57,INCORRECT
Test Leaves - Yihan/Test/,Peach - Healthy,Peach___healthy 2.jpg,Peach___healthy,Blueberry___healthy,100.00,INCORRECT
Test Leaves - Yihan/Test/,Peach - Healthy,Peach___healthy 3.jpg,Peach___healthy,Blueberry___healthy,96.69,INCORRECT
Test Leaves - Yihan/Test/,Pepper - Bacterial Spot,"Pepper,_bell___Bacterial_spot 2.jpg","Pepper,_bell___Bacterial_spot","Pepper,_bell___Bacterial_spot",92.34,CORRECT
Test Leaves - Yihan/Test/,Pepper - Bacterial Spot,"Pepper,_bell___Bacterial_spot 3.jpg","Pepper,_bell___Bacterial_spot","Pepper,_bell___Bacterial_spot",88.86,CORRECT
Test Leaves - Yihan/Test/,Pepper - Bacterial Spot,"Pepper,_bell___Bacterial_spot 1.jpg","Pepper,_bell___Bacterial_spot","Pepper,_bell___Bacterial_spot",41.56,CORRECT
Test Leaves - Yihan/Test/,Pepper - Healthy,"Pepper,_bell___healthy 2.jpg","Pepper,_bell___healthy","Pepper,_bell___healthy",57.77,CORRECT
Test Leaves - Yihan/Test/,Pepper - Healthy,"Pepper,_bell___healthy 3.jpg","Pepper,_bell___healthy","Pepper,_bell___healthy",52.18,CORRECT
Test Leaves - Yihan/Test/,Pepper - Healthy,"Pepper,_bell___healthy 1.jpg","Pepper,_bell___healthy","Pepper,_bell___healthy",100.00,CORRECT
Test Leaves - Yihan/Test/,Potato - Early Blight,Potato___Early_blight 1.jpg,Potato___Early_blight,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),54.41,INCORRECT
Test Leaves - Yihan/Test/,Potato - Early Blight,Potato___Early_blight 3.jpg,Potato___Early_blight,"Pepper,_bell___Bacterial_spot",65.28,INCORRECT
Test Leaves - Yihan/Test/,Potato - Early Blight,Potato___Early_blight 2.jpg,Potato___Early_blight,Tomato___Septoria_leaf_spot,47.96,INCORRECT
Test Leaves - Yihan/Test/,Potato - Healthy,Potato___healthy 1.jpg,Potato___healthy,Blueberry___healthy,99.99,INCORRECT
Test Leaves - Yihan/Test/,Potato - Healthy,Potato___healthy 2.jpg,Potato___healthy,Tomato___Late_blight,16.67,INCORRECT
Test Leaves - Yihan/Test/,Potato - Healthy,Potato___healthy 3.jpg,Potato___healthy,Potato___Late_blight,50.79,INCORRECT
Test Leaves - Yihan/Test/,Potato - Late Blight,Potato___Late_blight 1.jpg,Potato___Late_blight,"Pepper,_bell___Bacterial_spot",41.90,INCORRECT
Test Leaves - Yihan/Test/,Potato - Late Blight,Potato___Late_blight 3.jpg,Potato___Late_blight,Potato___Late_blight,51.45,CORRECT
Test Leaves - Yihan/Test/,Potato - Late Blight,Potato___Late_blight 2.jpg,Potato___Late_blight,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),54.41,INCORRECT
Test Leaves - Yihan/Test/,Rasberry - Healthy,Raspberry___healthy 1.jpg,Raspberry___healthy,Apple___Apple_scab,46.23,INCORRECT
Test Leaves - Yihan/Test/,Rasberry - Healthy,Raspberry___healthy 3.jpg,Raspberry___healthy,Corn_(maize)___healthy,42.38,INCORRECT
Test Leaves - Yihan/Test/,Rasberry - Healthy,Raspberry___healthy 2.jpg,Raspberry___healthy,Strawberry___healthy,73.74,INCORRECT
Test Leaves - Yihan/Test/,Soybean - Healthy,Soybean___healthy 3.jpg,Soybean___healthy,Blueberry___healthy,84.71,INCORRECT
Test Leaves - Yihan/Test/,Soybean - Healthy,Soybean___healthy 2.jpg,Soybean___healthy,Tomato___healthy,38.21,INCORRECT
Test Leaves - Yihan/Test/,Soybean - Healthy,Soybean___healthy 1.jpg,Soybean___healthy,Blueberry___healthy,94.17,INCORRECT
Test Leaves - Yihan/Test/,Squash - Powdery,Squash___Powdery_mildew 1.jpg,Squash___Powdery_mildew,Cherry_(including_sour)___Powdery_mildew,33.69,INCORRECT
Test Leaves - Yihan/Test/,Squash - Powdery,Squash___Powdery_mildew 3.jpg,Squash___Powdery_mildew,Tomato___Septoria_leaf_spot,23.66,INCORRECT
Test Leaves - Yihan/Test/,Squash - Powdery,Squash___Powdery_mildew 2.jpg,Squash___Powdery_mildew,Squash___Powdery_mildew,99.98,CORRECT
Test Leaves - Yihan/Test/,Strawberry - Healthy,Strawberry___healthy 3.jpg,Strawberry___healthy,Strawberry___healthy,97.15,CORRECT
Test Leaves - Yihan/Test/,Strawberry - Healthy,Strawberry___healthy 2.jpg,Strawberry___healthy,Raspberry___healthy,99.55,INCORRECT
Test Leaves - Yihan/Test/,Strawberry - Healthy,Strawberry___healthy 1.jpg,Strawberry___healthy,Tomato___Early_blight,42.68,INCORRECT
Test Leaves - Yihan/Test/,Strawberry - Leaf Scorch,Strawberry___Leaf_scorch 1.jpg,Strawberry___Leaf_scorch,Strawberry___Leaf_scorch,99.74,CORRECT
Test Leaves - Yihan/Test/,Strawberry - Leaf Scorch,Strawberry___Leaf_scorch 2.jpg,Strawberry___Leaf_scorch,Strawberry___Leaf_scorch,99.20,CORRECT
Test Leaves - Yihan/Test/,Strawberry - Leaf Scorch,Strawberry___Leaf_scorch 3.jpg,Strawberry___Leaf_scorch,Strawberry___Leaf_scorch,40.53,CORRECT
Test Leaves - Yihan/Test/,Tomato - Bacterial Spot,Tomato___Bacterial_spot 3.jpg,Tomato___Bacterial_spot,Tomato___Early_blight,92.24,INCORRECT
Test Leaves - Yihan/Test/,Tomato - Bacterial Spot,Tomato___Bacterial_spot 2.jpg,Tomato___Bacterial_spot,Tomato___Bacterial_spot,60.86,CORRECT
Test Leaves - Yihan/Test/,Tomato - Bacterial Spot,Tomato___Bacterial_spot 1.jpg,Tomato___Bacterial_spot,Tomato___Septoria_leaf_spot,99.72,INCORRECT
Test Leaves - Yihan/Test/,Tomato - Early Blight,Tomato___Early_blight 1.jpg,Tomato___Early_blight,Tomato___Early_blight,70.43,CORRECT
Test Leaves - Yihan/Test/,Tomato - Early Blight,Tomato___Early_blight 3.jpg,Tomato___Early_blight,Tomato___Septoria_leaf_spot,33.14,INCORRECT
Test Leaves - Yihan/Test/,Tomato - Early Blight,Tomato___Early_blight 2.jpg,Tomato___Early_blight,Tomato___Septoria_leaf_spot,91.35,INCORRECT
Test Leaves - Yihan/Test/,Tomato - Healthy,Tomato___healthy 1.jpg,Tomato___healthy,Peach___Bacterial_spot,93.19,INCORRECT
Test Leaves - Yihan/Test/,Tomato - Healthy,Tomato___healthy 2.jpg,Tomato___healthy,Corn_(maize)___healthy,25.23,INCORRECT
Test Leaves - Yihan/Test/,Tomato - Healthy,Tomato___healthy 3.jpg,Tomato___healthy,Squash___Powdery_mildew,99.05,INCORRECT
Test Leaves - Yihan/Test/,Tomato - Late Blight,Tomato___Late_blight 1.jpg,Tomato___Late_blight,Potato___Early_blight,52.12,INCORRECT
Test Leaves - Yihan/Test/,Tomato - Late Blight,Tomato___Late_blight 3.jpg,Tomato___Late_blight,Tomato___Late_blight,31.30,CORRECT
Test Leaves - Yihan/Test/,Tomato - Late Blight,Tomato___Late_blight 2.jpg,Tomato___Late_blight,Tomato___Late_blight,26.20,CORRECT
Test Leaves - Yihan/Test/,Tomato - Leaf Mold,Tomato___Leaf_Mold 2.jpg,Tomato___Leaf_Mold,Tomato___Tomato_Yellow_Leaf_Curl_Virus,30.03,INCORRECT
Test Leaves - Yihan/Test/,Tomato - Leaf Mold,Tomato___Leaf_Mold 3.jpg,Tomato___Leaf_Mold,Strawberry___Leaf_scorch,67.96,INCORRECT
Test Leaves - Yihan/Test/,Tomato - Leaf Mold,Tomato___Leaf_Mold 1.jpg,Tomato___Leaf_Mold,Tomato___Early_blight,59.07,INCORRECT
Test Leaves - Yihan/Test/,Tomato - Mosaic Virus,Tomato_mosaic_virus 3.jpg,Tomato___Tomato_mosaic_virus,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),21.22,INCORRECT
Test Leaves - Yihan/Test/,Tomato - Mosaic Virus,Tomato_mosaic_virus 2.jpg,Tomato___Tomato_mosaic_virus,Tomato___Septoria_leaf_spot,88.96,INCORRECT
Test Leaves - Yihan/Test/,Tomato - Mosaic Virus,Tomato_mosaic_virus 1.jpg,Tomato___Tomato_mosaic_virus,Tomato___Septoria_leaf_spot,42.57,INCORRECT
Test Leaves - Yihan/Test/,Tomato - Septoria Leaf Spot,Tomato___Septoria_leaf_spot 1.jpg,Tomato___Septoria_leaf_spot,Tomato___Bacterial_spot,60.86,INCORRECT
Test Leaves - Yihan/Test/,Tomato - Septoria Leaf Spot,Tomato___Septoria_leaf_spot 3.jpg,Tomato___Septoria_leaf_spot,Tomato___Early_blight,35.01,INCORRECT
Test Leaves - Yihan/Test/,Tomato - Septoria Leaf Spot,Tomato___Septoria_leaf_spot 2.jpg,Tomato___Septoria_leaf_spot,Tomato___Septoria_leaf_spot,82.07,CORRECT
Test Leaves - Yihan/Test/,Tomato - Spider Mite,Tomato___Spider_mites Two-spotted_spider_mite 2.jpg,Tomato___Spider_mites Two-spotted_spider_mite,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),93.73,INCORRECT
Test Leaves - Yihan/Test/,Tomato - Spider Mite,Tomato___Spider_mites Two-spotted_spider_mite 3.jpg,Tomato___Spider_mites Two-spotted_spider_mite,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,36.93,INCORRECT
Test Leaves - Yihan/Test/,Tomato - Spider Mite,Tomato___Spider_mites Two-spotted_spider_mite 1.jpg,Tomato___Spider_mites Two-spotted_spider_mite,Tomato___Target_Spot,8.70,INCORRECT
Test Leaves - Yihan/Test/,Tomato - Target Spot,Tomato___Target_Spot 1.jpg,Tomato___Target_Spot,Strawberry___Leaf_scorch,22.61,INCORRECT
Test Leaves - Yihan/Test/,Tomato - Target Spot,Tomato___Target_Spot 2.jpg,Tomato___Target_Spot,Corn_(maize)___healthy,7.89,INCORRECT
Test Leaves - Yihan/Test/,Tomato - Target Spot,Tomato___Target_Spot 3.jpg,Tomato___Target_Spot,Tomato___Early_blight,83.24,INCORRECT
Test Leaves - Yihan/Test/,Tomato - Yellow Leaf Curl Virus,Tomato_Yellow_Leaf_Curl_Virus 2.jpg,Tomato___Tomato_Yellow_Leaf_Curl_Virus,Tomato___Tomato_Yellow_Leaf_Curl_Virus,97.29,CORRECT
Test Leaves - Yihan/Test/,Tomato - Yellow Leaf Curl Virus,Tomato_Yellow_Leaf_Curl_Virus 3.jpg,Tomato___Tomato_Yellow_Leaf_Curl_Virus,Tomato___Tomato_Yellow_Leaf_Curl_Virus,98.11,CORRECT
Test Leaves - Yihan/Test/,Tomato - Yellow Leaf Curl Virus,Tomato_Yellow_Leaf_Curl_Virus 1.jpg,Tomato___Tomato_Yellow_Leaf_Curl_Virus,Tomato___Bacterial_spot,46.63,INCORRECT
Test Leaves - Sze Ching/,Apple - Black Rot,Apple Black Rot 3.webp,Apple___Black_rot,Tomato___Septoria_leaf_spot,92.34,INCORRECT
